# STIP-format-1.0
# source: "./data/walk-simple.avi" frame-width:160 frame-height:120 frame-offset:0
# point-type x y t sigma2 tau2 detector-confidence dscr-hog(72) dscr-hof(90)
5	93	86	8	4	2	4.86091e-07	0.979433	0.0175562	0.00162008	0.00139032	0.663885	0.0249883	0.00243328	0.308693	0.883903	0.106026	0.00607787	0.00399399	0.594826	0.0224878	0.00503075	0.377655	0.657859	0.334526	0.00490862	0.00270662	0.889726	0.102116	0.00306724	0.00509069	0.195276	0.688831	0.105017	0.0108769	0.67025	0.120545	0.0282022	0.181003	0.526175	0.382737	0.0489318	0.0421556	0.439273	0.245776	0.104097	0.210853	0.741483	0.246346	0.00212441	0.0100466	0.883017	0.049195	0.0189402	0.0488482	0.0197701	0.105954	0.18998	0.684297	0.201472	0.00505172	0.00302342	0.790452	0.104964	0.0516481	0.0313142	0.812074	0.160701	0.00534644	0.010307	0.823646	0.190658	0.193683	0.0271909	0.588468	0.323007	0.167346	0.105609	0.404038	0.0431107	0.143702	0.316991	0.437025	0.0591716	0.0996055	0.0325444	0.639053	0.199211	0.0295858	0	0.431107	0.164835	0.189349	0.214708	0	0.0295858	0.266272	0.704142	0	0	0.693153	0.0126796	0.032967	0.2612	0	0	0.0887574	0.768245	0.142998	0.0938292	0.240913	0.540997	0.0650888	0.0591716	0.203156	0.224852	0.11144	0.135108	0.325444	0	0.726965	0.257819	0.00760778	0.00760778	0.0246548	0.231755	0.0591716	0.462525	0.221893	0.0211327	0.524091	0.0633981	0.0625528	0.328825	0.0246548	0.15286	0.0295858	0.354043	0.438856	0.0481826	0.109045	0.660186	0.131023	0.0515638	0.180473	0.226824	0.0384615	0.00788955	0.546351	0	0.0710059	0.69738	0.231615	0	0.0246548	0.499014	0.13215	0.0197239	0.324458	0.046492	0.0836855	0.367709	0.421809	0.0803043	0.00493097	0.602564	0.107495	0	0.28501	
5	96	77	9	4	2	3.27751e-07	0.987766	0.0114757	0.000175419	0.00058333	0.956587	0.0397107	0.0013553	0.00234705	0.847828	0.142832	0.00589214	0.00344823	0.828199	0.0373593	0.0259794	0.108462	0.619304	0.363209	0.00456891	0.0129179	0.225058	0.176903	0.0455255	0.552513	0.707325	0.275552	0.00979549	0.00732749	0.859792	0.134057	0	0.00615076	0.254654	0.344569	0.191815	0.208962	0.812781	0.0023432	0	0.184876	0.127455	0.424089	0.148395	0.300062	0.49145	0.0806372	0.0477343	0.380179	0.827971	0.0179271	0.00200407	0.152098	0.43636	0.110952	0.263349	0.189338	0.0580489	0.00238991	0.0173304	0.922231	0.150661	0.0253969	0.113544	0.710398	0.012259	0.00037018	0.00560409	0.981767	0.0774898	0.00123122	0.000825583	0.920453	0.296703	0.0524091	0.366019	0.278952	0.00591716	0.254438	0.0276134	0.646943	0.0591716	0.0118343	0.0135249	0.340659	0.309383	0.236686	0.0997464	0.066075	0.0650888	0.368836	0.441815	0.0581854	0	0.559594	0.0955199	0.166526	0.17836	0.0364892	0.00788955	0.0986193	0.829389	0.0276134	0.314455	0.0380389	0.309383	0.260355	0.0777684	0.403353	0.0719921	0.422091	0.0394477	0.0631164	0.0507185	0.475063	0.380389	0	0.0938292	0.151874	0.159763	0.0710059	0.241617	0.37574	0.00422654	0.635672	0.223161	0.0642434	0.0726965	0.0404339	0.31854	0.0591716	0.251479	0.330375	0.327134	0.173288	0.30093	0.129332	0.0693153	0.18146	0.412229	0.284024	0	0.122288	0	0.14962	0.57481	0.160609	0.114962	0.102564	0.312623	0.0710059	0	0.513807	0	0.12426	0.497887	0.351648	0.0262046	0.00591716	0.836292	0	0	0.157791	
5	100	92	10	16	2	1.1915e-07	0.879937	0.0728759	0.021222	0.025965	0.726633	0.016183	0.0362486	0.220936	0.68164	0.250528	0.0237988	0.0440332	0.631765	0.0319693	0.0516812	0.284584	0.0778595	0.251022	0.553434	0.117684	0.122232	0.024101	0.606016	0.247651	0.394752	0.161248	0.114513	0.329487	0.788986	0.00726279	0.00161125	0.20214	0.282349	0.249308	0.116975	0.351368	0.628315	0.197706	0.0413026	0.132677	0.150747	0.232902	0.440227	0.176125	0.0814749	0.426903	0.477918	0.0137046	0.0581571	0.000361891	0.0187311	0.92275	0.100509	0.0080144	0.188965	0.702512	0.496119	0.0724985	0.026605	0.404778	0.543434	0.0735751	0.0135037	0.369487	0.113262	0.302637	0.503691	0.0804095	0.226446	0.300764	0.441514	0.0312752	0.459003	0.150465	0.185968	0.12257	0.0819949	0.248521	0.0650888	0.554241	0.114398	0.0177515	0.0676247	0.456467	0.0633981	0.260355	0.152156	0.0542406	0.0384615	0.230769	0.661736	0.0147929	0.0549451	0.650888	0.126796	0.116653	0.0507185	0.30572	0.230769	0.250493	0.213018	0	0.45224	0.147084	0.236686	0.0507185	0.113271	0.310651	0.0739645	0.344181	0.133136	0.138067	0.139476	0.304311	0.254438	0.120879	0.180896	0.312623	0.21499	0.0345168	0.234714	0.203156	0.185968	0.409975	0.0304311	0.0532544	0.320372	0.233728	0.57002	0.00986193	0.0325444	0.153846	0.156382	0.510566	0.0980558	0.0659341	0.169062	0.238659	0.661736	0	0	0.0996055	0.163145	0.350803	0.166526	0.252747	0.0667794	0.0710059	0.82643	0	0.0315582	0.0710059	0.120879	0.240913	0.141167	0.142857	0.354184	0.0118343	0.831361	0	0.0118343	0.14497	
5	101	91	11	8	2	2.68705e-07	0.395166	0.383105	0.107498	0.114231	0.554799	0.0305252	0.0880866	0.326589	0.749662	0.153206	0.0505081	0.0466246	0.564564	0.0721545	0.0249452	0.338336	0.43189	0.318049	0.238749	0.0113116	0.239279	0.147574	0.504179	0.108968	0.0587522	0.0108949	0.0998079	0.830545	0.621034	0.00138485	0.000550737	0.377031	0.0792883	0.0863342	0.104983	0.729394	0.794394	0.0856668	0.00165005	0.118289	0.336927	0.293123	0.120347	0.249603	0.424867	0.405933	0.1615	0.00770035	0.0102023	0.00282479	0.00738516	0.979588	0.0948174	0.106553	0.114455	0.684175	0.404814	0.0572177	0.0280348	0.509934	0.571002	0.0654123	0.0388179	0.324768	0.285625	0.283265	0.286718	0.144392	0.699361	0.201302	0.044565	0.0547718	0.101411	0.114638	0.313051	0.415785	0.0551146	0.061214	0.0282922	0.580247	0.309671	0.0205761	0	0.29321	0.0970018	0.446649	0.163139	0.0380658	0.0668724	0.310185	0.494856	0.0900206	0.0220459	0.371252	0.0418871	0.270723	0.294092	0.0591564	0.456276	0.145576	0.130144	0.208848	0.222663	0.249118	0.169753	0.0652557	0.29321	0.171811	0.0591564	0.361626	0.211934	0.195473	0.0110229	0.361552	0.339506	0.0961199	0.191799	0.058642	0.457819	0.143004	0.139918	0.200617	0.00881834	0.474868	0.0176367	0.0855379	0.413139	0.0797325	0.366255	0.00411523	0.0684156	0.481481	0.0291005	0.596561	0.137566	0.0449735	0.191799	0.0591564	0.601852	0.0205761	0.0180041	0.300412	0.00925926	0.473104	0.417549	0.0493827	0.0507055	0.00257202	0.730453	0	0.0462963	0.220679	0	0.420635	0.224868	0.173721	0.180776	0.0437243	0.623457	0.0128601	0.0756173	0.244342	
5	102	91	12	4	2	2.95341e-07	0.174161	0.227191	0.161234	0.437414	0.565883	0.0122363	0.0099289	0.411952	0.542871	0.123896	0.0661604	0.267073	0.564892	0.0333133	0.00596035	0.395834	0.707563	0.241443	0.0248969	0.0260977	0.556689	0.349126	0.0645267	0.0296582	0.0108008	0.000169562	0.00666586	0.982364	0.325409	0.00064849	0	0.673942	0.0708085	0.0895271	0.0808718	0.758793	0.819042	0.0358582	0.000291937	0.144808	0.319476	0.3588	0.100597	0.221127	0.830059	0.142453	0.020219	0.00726901	0.00674285	0.0007002	0.00629252	0.986264	0.0446216	0.0383021	0.208052	0.709024	0.262789	0.109999	0.0519182	0.575294	0.508541	0.0959279	0.0930823	0.302449	0.409426	0.277629	0.0966662	0.216279	0.873353	0.0519253	0.00566011	0.0690617	0.0819949	0.39645	0.128487	0.250211	0.142857	0.112426	0.0118343	0.42998	0.41716	0.0285996	0.00507185	0.254438	0.0718512	0.464074	0.204565	0.0325444	0.154832	0.421105	0.232742	0.158777	0.0262046	0.195266	0.00845309	0.316145	0.453931	0.0374753	0.465483	0.056213	0.0601578	0.380671	0	0.247675	0.222316	0.043956	0.486052	0.114398	0.155819	0.316568	0.239645	0.17357	0.0101437	0.412511	0.347422	0.0371936	0.19273	0.0591716	0.56213	0.151874	0.148915	0.0779093	0.0101437	0.408284	0.06847	0.172443	0.340659	0.147929	0.216963	0.0236686	0.262327	0.349112	0.00845309	0.54776	0.138631	0.103128	0.202029	0.0729783	0.616371	0.066075	0.0483235	0.196252	0	0.602705	0.340659	0.021978	0.0346577	0.00986193	0.56213	0	0.219921	0.208087	0	0.551986	0.108199	0.216399	0.123415	0.0443787	0.399408	0	0.313609	0.242604	
5	88	99	13	4	2	2.06833e-07	0.719001	0.280999	0	0	0.751211	0.22353	0.00888449	0.0163741	0.159451	0.587515	0.0893096	0.163724	0.414555	0.337234	0.134532	0.113678	0.00738361	0	0.652835	0.339781	0.00377897	0.123463	0.718293	0.154465	0.961661	0.0195331	0.00411602	0.0146897	0.766365	0.0883845	0.00693655	0.138314	0.369356	0.329902	0.242981	0.0577607	0.277369	0.310258	0.214573	0.1978	0	0.0505353	0.934193	0.0152716	0.0188501	0.00776361	0.851625	0.121762	0.722693	0.0813373	0.043953	0.152016	0.624919	0.00993276	0.0044315	0.360716	0.574253	0.310672	0.104162	0.0109135	0.435885	0.337397	0.154375	0.0723425	0.0131793	0.236245	0.750575	0	0.0134612	0.0151946	0.871016	0.100328	0.0380389	0.0929839	0.277261	0.591716	0	0.0118343	0.247535	0.453649	0.267258	0.0197239	0	0.118343	0.127642	0.613694	0.140321	0.030572	0.321499	0.261341	0.0798817	0.306706	0.0456467	0.333897	0.397295	0.190194	0.032967	0.0887574	0.433925	0.138067	0	0.33925	0.0169062	0.190194	0.137785	0.600169	0.0549451	0.0315582	0.0700197	0.606509	0.247535	0.0443787	0.00422654	0.00422654	0.0346577	0.588335	0.368555	0.0798817	0.464497	0.157791	0.0601578	0.237673	0.0667794	0.43956	0.046492	0.126796	0.320372	0.0147929	0.576923	0.0147929	0.0246548	0.368836	0.0202874	0.420118	0.160609	0.104818	0.294167	0.0512821	0.338264	0.307692	0.261341	0.0414201	0.0431107	0.398986	0.103128	0.0304311	0.424345	0.113412	0.236686	0.101578	0.358974	0.189349	0.00422654	0.524091	0	0	0.471682	0.0690335	0.21499	0	0.192308	0.523669	
5	88	98	13	8	2	2.41046e-07	0.815859	0.0815973	0	0.102544	0.591966	0.302151	0.0113695	0.0945131	0.352041	0.4913	0.0220599	0.134599	0.322617	0.419871	0.140298	0.117214	0.0418457	0	0.421111	0.537043	0.000863575	0.101787	0.749935	0.147415	0.659044	0.109498	0.0182988	0.213159	0.193677	0.202711	0.075131	0.528481	0.528907	0.222583	0.166917	0.081593	0.480082	0.205289	0.141816	0.172813	0	0.0604716	0.892878	0.0466506	0.0177792	0.0109799	0.834878	0.136363	0.337213	0.149334	0.0884018	0.425052	0.57657	0.00656731	0.00834629	0.408517	0.481901	0.358319	0.0808688	0.0789105	0.657436	0.176838	0.104877	0.06085	0.00394647	0.298744	0.685638	0.0116714	0.00561365	0.103467	0.813688	0.0772314	0.156526	0.147266	0.299824	0.231481	0.164903	0.0771605	0.118313	0.444444	0.310185	0.0498971	0.00925926	0.194004	0.128307	0.558642	0.109788	0.0133745	0.378601	0.345679	0.0941358	0.16821	0.00529101	0.354938	0.390653	0.18739	0.0617284	0.0524691	0.51749	0.0951646	0.0180041	0.316872	0.0590829	0.216049	0.258818	0.347002	0.119048	0.0226337	0.0385802	0.576646	0.344136	0.0180041	0.0132275	0.0551146	0.0705467	0.544092	0.317019	0.0704733	0.372942	0.229424	0.110082	0.217078	0.0617284	0.570988	0.0520282	0.0855379	0.229718	0.0149177	0.60751	0.0169753	0.0195473	0.341049	0.0604056	0.381393	0.101411	0.0405644	0.416226	0.106996	0.295267	0.292181	0.24537	0.0601852	0.0176367	0.532187	0.171076	0.00176367	0.277337	0.0864198	0.236111	0.0606996	0.415638	0.201132	0	0.569665	0	0	0.430335	0.0596708	0.318416	0.0102881	0.151235	0.460391	
5	90	96	14	16	2	1.4722e-07	0.903076	0.0125091	0	0.0844146	0.816051	0.0899559	0.0230192	0.0709736	0.765077	0.135395	0.000681365	0.0988465	0.371474	0.423994	0.0931527	0.111379	0.0778076	0	0.272261	0.649932	0	0.136074	0.732949	0.130977	0.669029	0.0675759	0.0237237	0.239671	0.298107	0.108965	0.28372	0.309207	0.509009	0.220936	0.119852	0.150204	0.408569	0.144221	0.11059	0.33662	0	0.0902191	0.791662	0.118119	0.0208252	0.0380376	0.743822	0.197315	0.434726	0.00877189	0.0184407	0.538061	0.64385	0.00149465	0.00143284	0.353223	0.458482	0.330946	0.127429	0.0831431	0.723166	0.114836	0.0417434	0.120254	0.00926873	0.373839	0.616892	0	0.0282222	0.372906	0.5476	0.0512726	0.278952	0.129332	0.340659	0.125951	0.125106	0.289941	0.0473373	0.300789	0.221893	0.140039	0.0380389	0.112426	0.167371	0.62891	0.0532544	0.176529	0.36785	0.281065	0	0.174556	0.134404	0.204565	0.344041	0.28656	0.0304311	0.190335	0.672584	0.0128205	0	0.12426	0.352494	0.0726965	0.290786	0.187658	0.0963652	0.0374753	0.0414201	0.671598	0.249507	0	0.242604	0.0726965	0.0414201	0.470837	0.172443	0.2643	0.199211	0.242604	0.239645	0.0542406	0.148774	0.693153	0.102282	0.0346577	0.0211327	0.502959	0.180473	0.000986193	0.0680473	0.247535	0.176669	0.550296	0.0507185	0.0338123	0.188504	0.47929	0.0946746	0.18146	0.185404	0.0591716	0.0921386	0.579882	0	0	0.32798	0.321499	0.134122	0.0828402	0.422091	0.0394477	0.0448014	0.741336	0	0	0.213863	0.423077	0.153846	0.169625	0.131164	0.122288	
5	87	25	15	4	2	1.43201e-08	0.113252	0.643138	0.225824	0.0177858	0.00286922	0.483405	0.513726	0	0.868961	0.108906	0.00428874	0.0178439	0.511204	0.296955	0.151494	0.0403464	0.594304	0.0052178	0.0106763	0.389802	0.423421	0.0106435	0.153152	0.412784	0	0.202375	0.741727	0.0558982	0.00105287	0.054665	0.795256	0.149026	0.348787	0.215812	0.224534	0.210867	0.291275	0.130895	0.245521	0.332309	0.129043	0.261809	0.398181	0.210967	0.154224	0.335845	0.384206	0.125725	0.00552792	0.00375882	0.340173	0.65054	0.00627215	0.0127299	0.623968	0.35703	0.505379	0.144294	0.0151014	0.335226	0.659333	0.0583602	0.0260249	0.256282	0.135958	0.182761	0.342519	0.338761	0.251152	0.0905189	0.207342	0.450986	0.224852	0.508876	0.139476	0.046492	0.0803043	0.157791	0.237673	0.108481	0.285996	0.210059	0.162299	0.160609	0.592561	0.0726965	0.0118343	0.025641	0	0.131164	0.841223	0.00197239	0.211327	0.163145	0.465765	0.144548	0.0152156	0	0	0.0571992	0.933925	0.00887574	0.284869	0.265427	0.300085	0.126796	0.0228233	0.246548	0.234714	0.157791	0.172584	0.188363	0.169062	0.00676247	0.768385	0.0557904	0	0.081854	0	0.176529	0.721893	0.0197239	0.224852	0	0.761623	0.0135249	0	0.035503	0	0.150888	0.813609	0	0.0845309	0.540152	0.23246	0.0803043	0.0625528	0.0838264	0.45069	0.0246548	0.0443787	0.39645	0.181741	0.210482	0.522401	0.06847	0.0169062	0.214004	0.110454	0.0779093	0.182446	0.415187	0.13694	0.079459	0.737954	0.0456467	0	0.233728	0.113412	0.183432	0.278107	0.191321	
5	93	35	15	4	2	1.91987e-09	0.38524	0.0497103	0.310671	0.254378	0.371256	0.233145	0.200886	0.194713	0.0623071	0.709228	0.101401	0.127064	0.0340626	0.523245	0.374386	0.068307	0.418365	0.501866	0.061318	0.0184513	0.425829	0.429463	0.105655	0.0390524	0.47782	0.284883	0.153711	0.0835855	0.728599	0.197534	0.00261596	0.0712511	0.181314	0.153648	0.377311	0.287727	0.296855	0.0413491	0.226857	0.434939	0.448026	0.302555	0.069454	0.179964	0.75207	0.0612463	0.0172122	0.169472	0.298072	0.0905042	0.110553	0.500871	0.139831	0.153367	0.40957	0.297231	0.688809	0.0200013	0.00453849	0.286651	0.668894	0.0513597	0.145467	0.134279	0.82453	0.000688156	0.00536534	0.169417	0.878464	0.0105366	0.0232762	0.0877233	0.125106	0.0507185	0.770921	0.0532544	0	0.0621302	0	0.219921	0.717949	0	0.211327	0	0.721048	0.0676247	0	0	0	0.107495	0.892505	0	0.155537	0	0.734573	0.10989	0	0	0	0.211045	0.788955	0	0.150465	0.0676247	0.644125	0.137785	0	0.229783	0.0295858	0.150888	0.451677	0.138067	0.143702	0.0422654	0.801352	0.0126796	0	0.118343	0	0.215976	0.567061	0.0986193	0.130178	0.0422654	0.810651	0.0169062	0	0.0197239	0	0.230769	0.685404	0.0641026	0.147929	0.509721	0.238377	0.010989	0.0929839	0.0719921	0.284024	0.0128205	0.0128205	0.618343	0.295013	0.176669	0.406593	0.0659341	0.0557904	0.171598	0.269231	0.0571992	0.056213	0.445759	0.339814	0.135249	0.514793	0.00338123	0.00676247	0.13215	0.310651	0.121302	0.21499	0.220907	
